source,campaign,region,locality,preferred_doctor_gender,reason_for_visit,patient_insured,number_of_match_results,out_network_results_shown,in_network_results_shown,avg_distance_overall,appointment_requested
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,4,1,2869.025987,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,5,4,3782.78015,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9694.737967,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,4776.541451,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,f,5,0,0,4632.909121,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,f,6,0,0,16195.34066,t
adwords,search_seattle_metro,Seattle,Issaquah,No Pref,Checkup,t,9,1,8,13955.78908,f
drip_no_card_4,patient_leads_jun_2018,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,8926.37746,f
Branded - SEO,Unknown,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,2207.67673,f
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,5908.863460000001,t
Direct,Unknown,Chicago,Chicago,No Pref,Checkup,f,9,0,0,2107.088684,f
www.healthcare.com,search_chicago_metro,Chicago,Chicago,No Pref,Checkup,f,9,0,0,7974.182008,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Berkeley,No Pref,Checkup,t,8,1,7,19046.45966,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bellevue,No Pref,Checkup,t,9,1,8,6622.349923,f
facebook,chicago_doctor_patient_acquisition,Chicago,Palos Hills,No Pref,Checkup,t,9,0,9,17559.06589,f
www.healthcare.com,Unknown,Chicago,Lombard,No Pref,Checkup,t,9,0,9,17003.09467,f
facebook,chicago_doctor_patient_acquisition,Chicago,Park Ridge,F,Checkup,t,9,4,5,15373.15789,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,5,0,7204.511254000001,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,11847.07319,f
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,2314.451943,f
l.facebook.com,healthcare_facebook_page,Seattle,Seattle,F,Checkup,t,9,0,9,11523.7209,t
Branded - SEO,Unknown,Austin,Austin,No Pref,Checkup,f,9,0,0,13032.40707,f
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Checkup,t,9,0,9,11207.64389,f
adwords,search_sanfrancisco_metro,San Jose,Sunnyvale,No Pref,Checkup,t,9,1,8,15339.35879,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,2,7,6979.826095,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,11484.28355,f
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,1,8,11670.39952,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,1704.9649420000005,f
SEO - C/S Page,Unknown,Austin,Houston,F,Urgent Issue,t,9,4,5,9965.638355,t
adwords,search_austin_metro,Austin,Pflugerville,No Pref,Specific Treatment,t,8,6,2,16166.66419,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Emeryville,M,Urgent Issue,t,3,3,0,12763.51114,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,8930.528821,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,7248.3640730000025,f
www.facebook.com,Unknown,Chicago,Chicago,No Pref,Checkup,f,9,0,0,2411.883513,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,9291.60793,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,f,9,0,0,7078.797699,f
adwords,search_sanfrancisco_metro,San Jose,San Jose,No Pref,Checkup,t,9,2,7,9445.369477,f
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,4,5,7404.782074,t
facebook,seattle_doctor_patient_acquisition,Seattle,Kenmore,No Pref,Checkup,t,9,0,9,10119.70873,f
Branded - SEO,Unknown,San Diego,San Diego,No Pref,Checkup,t,9,3,6,11371.1329,f
growsumo,Unknown,San Francisco,San Mateo,No Pref,Checkup,t,2,1,1,2340.735415,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,6383.154233,f
SEO - C/S Page,Unknown,Austin,Houston,No Pref,Checkup,t,9,0,9,9583.346301,f
try.healthcare.com,Unknown,Seattle,Seattle,F,Checkup,t,9,3,6,10822.93091,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,7,2,1024.851361,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,8,1,7995.341737999999,f
www.healthcare.com,chicago_doctor_patient_acquisition,Chicago,St. Charles,M,Checkup,f,4,0,0,20095.30291,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,6095.111931,t
try.healthcare.com,Unknown,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,1513.912217,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,7,5,2,23488.10784,f
facebook,austin_doctor_patient_acquisition,Chicago,Rock Island,M,Checkup,t,0,0,0,,f
facebook,chicago_doctor_patient_acquisition,Chicago,Waukegan,No Pref,Checkup,t,1,0,1,4967.205908,t
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2725.723626,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,8,1,3782.78015,f
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,4,4,0,21774.49181,f
facebook,chicago_doctor_patient_acquisition,Chicago,Calumet City,No Pref,Checkup,t,2,0,2,18681.46327,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2510.435723,t
adwords,search_sanfrancisco_metro,San Jose,San Jose,F,Checkup,t,7,1,6,14628.63463,f
Branded - SEO,Unknown,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,1764.048989,f
www.healthcare.com,Unknown,San Jose,San Jose,No Pref,Checkup,f,9,0,0,6160.530948,t
facebook,austin_doctor_patient_acquisition,Austin,Georgetown,F,Specific Treatment,t,0,0,0,,f
m.facebook.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,19392.6887,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,1769.260781,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Richmond,No Pref,Checkup,f,8,0,0,17945.300919999998,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,M,Checkup,t,8,1,7,17215.58519,f
www.healthcare.com,Unknown,San Francisco,Fremont,No Pref,Checkup,t,2,0,2,21538.24367,t
SEO - C/S Page,Unknown,Chicago,Chicago,F,Urgent Issue,t,9,9,0,10261.27759,f
drip_gift_card_4,patient_leads_jun_2018,San Francisco,Oakland,No Pref,Checkup,t,7,2,5,23793.2699,f
facebook,denver_doctor_patient_acquisition,Denver,Louisville,M,Checkup,t,2,2,0,20025.52159,t
adwords,search_austin_local,Austin,Austin,No Pref,Urgent Issue,t,9,7,2,16621.21502,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2720.823072,t
Branded - SEO,Unknown,Seattle,Seattle,No Pref,Checkup,f,9,0,0,5635.545273,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,1752.618634,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,4,5,8022.420477,f
facebook,us_doctor_patient_ad_testing,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6641.117061,f
facebook,doctor_patient_acquisition,Seattle,Kirkland,F,Checkup,t,9,0,9,13537.76911,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,5,4,11109.78587,f
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,4585.580071,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,5941.114509,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,6,3,16967.12962,f
facebook,chicago_doctor_patient_acquisition,Chicago,Oak Park,No Pref,Checkup,t,9,0,9,10447.71698,f
www.facebook.com,Unknown,Austin,Austin,No Pref,Specific Treatment,f,9,0,0,9607.669658,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,14828.88233,f
www.healthcare.com,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,5,4,12360.34469,f
www.healthcare.com,search_seattle_local,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6902.938163,f
facebook,chicago_doctor_patient_acquisition,Chicago,Summit,No Pref,Checkup,f,9,0,0,13852.77583,t
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,1423.392668,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,3,2,7884.8910810000025,f
facebook,seattle_doctor_patient_acquisition,Seattle,Lynnwood,No Pref,Checkup,t,9,6,3,11567.96676,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,2,7,13227.83879,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,14422.681,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Specific Treatment,t,7,1,6,2133.958931,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,1752.618634,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bremerton,No Pref,Checkup,t,9,2,7,21954.36277,f
facebook,seattle_doctor_patient_acquisition,Seattle,Kirkland,F,Checkup,t,9,2,7,11047.79608,t
adwords,search_chicago_local,Chicago,Harwood Heights,M,Specific Treatment,f,9,0,0,11909.97224,f
SEO - C/S Page,Unknown,Austin,Houston,F,Specific Treatment,t,9,9,0,6506.649759,f
facebook,seattle_doctor_patient_acquisition,Seattle,Kent,No Pref,Checkup,f,9,0,0,12787.69085,f
drip_gift_card_4,patient_leads_jun_2018,Denver,Denver,No Pref,Checkup,t,9,5,4,8567.016590000001,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,t,6,1,5,8634.076534,f
facebook,chicago_doctor_patient_acquisition,Chicago,Schaumburg,M,Checkup,f,6,0,0,16725.99171,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,15492.48584,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,2758.641945,f
facebook,denver_doctor_patient_acquisition,Denver,Brighton,No Pref,Checkup,t,3,2,1,17646.69645,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,8683.850363,f
adwords,search_chicago_metro,Chicago,Bridgeview,No Pref,Specific Treatment,t,9,0,9,19236.56715,f
facebook,austin_doctor_patient_acquisition,Austin,Manor,F,Checkup,t,4,3,1,19126.14288,f
www.healthcare.com,Unknown,Austin,Georgetown,No Pref,Checkup,t,1,1,0,15656.96205,f
www.healthcare.com,Unknown,San Jose,Santa Clara,No Pref,Checkup,t,9,8,1,9551.522804,f
facebook,austin_doctor_patient_acquisition,Austin,Cedar Park,No Pref,Checkup,t,8,7,1,14244.964419999998,f
facebook,austin_doctor_patient_acquisition,Austin,Pflugerville,No Pref,Checkup,f,8,0,0,16166.66419,f
adwords,search_chicago_metro,Chicago,Lombard,F,Checkup,t,4,2,2,17058.5515,t
facebook,austin_doctor_patient_acquisition,Austin,Leander,No Pref,Checkup,t,7,6,1,18768.76091,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,4,1,13211.21194,f
try.healthcare.com,Unknown,San Francisco,Richmond,F,Checkup,t,5,1,4,16271.11226,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2207.207514,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,6966.658012000001,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,2,7,17804.38848,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,0,9,9826.352766,f
facebook,doctor_patient_acquisition,Chicago,Naperville,No Pref,Specific Treatment,t,7,2,5,14379.70321,f
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,7,2,5,14670.81691,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,5,4,9426.323373,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,3360.898688,f
www.facebook.com,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,6,3,4377.234155,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,1421.658583,f
adwords,search_seattle_metro,Seattle,Bellevue,F,Urgent Issue,t,9,8,1,10624.41736,t
adwords,search_chicago_metro,Chicago,Addison,No Pref,Specific Treatment,f,9,0,0,14647.34011,f
lm.facebook.com,healthcare_facebook_page,San Jose,Campbell,No Pref,Checkup,t,9,3,6,8296.228718,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,f,8,0,0,1752.618634,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,8,1,7133.039626999999,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,6400.470497,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,6,3,11185.5605,t
facebook,doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,8,1,12986.9347,f
facebook,austin_doctor_patient_acquisition,Austin,Pflugerville,F,Checkup,t,4,3,1,14949.05526,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,14828.88233,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Checkup,t,9,6,3,1024.851361,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,5447.34221,f
facebook,us_doctor_patient_ad_testing,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6641.117061,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5649.886899,f
facebook,austin_doctor_patient_acquisition,Austin,Round Rock,No Pref,Checkup,f,8,0,0,14706.77746,f
Patients,Unknown,San Francisco,San Francisco,No Pref,Specific Treatment,t,8,8,0,1752.618634,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bothell,No Pref,Checkup,t,9,7,2,11808.81903,f
facebook,seattle_doctor_patient_acquisition,Seattle,University Place,No Pref,Checkup,f,2,0,0,18281.60636,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,7,2,5897.7833409999985,f
facebook,doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,9,1,8,14200.85183,t
Patients,Unknown,Seattle,Redmond,No Pref,Checkup,t,9,1,8,8897.692293,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,t,6,2,4,4732.973101,f
facebook,san_francisco_doctor_patient_acquisition,San Jose,San Jose,F,Specific Treatment,t,6,1,5,11101.25836,f
adwords,search_sanfrancisco_metro,San Jose,San Jose,No Pref,Checkup,t,9,4,5,15892.44992,f
adwords,search_seattle_metro,Seattle,Kent,No Pref,Specific Treatment,t,9,7,2,13593.449530000002,f
facebook,denver_doctor_patient_acquisition,Denver,Colorado Springs,No Pref,Specific Treatment,t,0,0,0,,f
www.healthcare.com,Unknown,Chicago,Chicago,M,Specific Treatment,t,9,0,9,12852.96819,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,15628.36054,f
adwords,search_austin_local,Austin,Austin,F,Urgent Issue,f,5,0,0,16048.00128,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bellevue,No Pref,Checkup,t,9,3,6,6665.726775,f
Direct,Unknown,Denver,Denver,No Pref,Checkup,t,9,0,9,7210.944821999998,f
facebook,austin_doctor_patient_acquisition,Austin,Donna,No Pref,Checkup,t,0,0,0,,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Berkeley,No Pref,Checkup,t,9,5,4,18552.08251,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,f,9,0,0,14873.41596,f
facebook,chicago_doctor_patient_acquisition,Chicago,Skokie,No Pref,Checkup,f,9,0,0,7004.678476000001,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,M,Checkup,t,8,6,2,11312.22565,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,4,5,6748.623559999999,f
SEO - C/S Page,Unknown,Austin,Austin,No Pref,Checkup,f,9,0,0,12986.9347,f
Direct,Unknown,Seattle,Federal Way,M,Checkup,t,3,2,1,7532.748845,f
www.healthcare.com,Unknown,Denver,Denver,No Pref,Checkup,t,9,4,5,7566.446043000001,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,9607.669658,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,2,7,8606.335699,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,2,7,11323.83887,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,6,3,2430.0539,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Specific Treatment,t,9,9,0,7670.001973,f
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,0,9,9641.163717,t
www.facebook.com,Unknown,Chicago,Chicago,No Pref,Specific Treatment,t,9,0,9,2621.648876,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Redwood City,F,Checkup,t,0,0,0,,f
Patients,Unknown,San Francisco,Oakland,No Pref,Checkup,t,8,1,7,15453.531680000002,f
facebook,chicago_doctor_patient_acquisition,Seattle,Longview,No Pref,Specific Treatment,t,0,0,0,,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,0,9,7906.303051000001,f
SEO - C/S Page,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2039.388281,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5559.518379,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Alameda,No Pref,Checkup,t,9,6,3,12407.96614,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,0,9,15075.79448,f
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,No Pref,Checkup,t,5,1,4,12999.61723,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,6,3,3,6993.5145120000025,f
feb_2018_email_blast,feb_2018_email_blast,Seattle,Federal Way,No Pref,Checkup,t,5,0,5,12999.61723,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3360.898688,f
try.healthcare.com,Unknown,San Francisco,San Francisco,M,Checkup,t,3,0,3,1443.281293,f
SEO - C/S Page,search_sanfrancisco_metro,San Francisco,Redwood City,No Pref,Specific Treatment,t,2,2,0,5427.156938,f
adwords,,San Francisco,San Francisco,No Pref,Specific Treatment,t,9,1,8,2569.546582,t
facebook,chicago_doctor_patient_acquisition,Chicago,Aurora,No Pref,Urgent Issue,t,2,1,1,20994.87758,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,10914.79291,t
adwords,,San Francisco,San Francisco,F,Specific Treatment,t,5,1,4,3617.186925,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,9,0,8640.549161,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,t,9,0,9,5816.812382,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,2725.723626,t
facebook,chicago_doctor_patient_acquisition,Chicago,Romeoville,No Pref,Urgent Issue,t,6,3,3,15300.38656,f
www.healthcare.com,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,7,2,12986.9347,f
Patients,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,5300.552618,t
adwords,search_sanfrancisco_metro,San Francisco,Fremont,F,Checkup,t,9,2,7,21232.21658,f
facebook,seattle_doctor_patient_acquisition,Seattle,Stanwood,No Pref,Checkup,t,0,0,0,,f
facebook,denver_doctor_patient_acquisition,Denver,Eagle,No Pref,Checkup,f,0,0,0,,f
facebook,doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,6128.662032,f
Patients,Unknown,Seattle,Seattle,M,Checkup,t,9,7,2,9959.494187,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,14323.746819999995,f
facebook,patient_leads_jun_2018,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,1475.977778,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,f,9,0,0,7956.398631,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,1,8,3720.790703,f
facebook,denver_doctor_patient_acquisition,Denver,Broomfield,No Pref,Checkup,t,9,8,1,18594.51604,t
facebook,san_diego_doctor_patient_acquisition,San Diego,Lemon Grove,No Pref,Checkup,t,9,7,2,12036.08032,t
SEO - C/S Page,Unknown,San Diego,San Diego,No Pref,Checkup,f,9,0,0,8729.475126000001,t
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,F,Checkup,f,3,0,0,15294.50082,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,3,2,18539.94844,f
facebook,us_doctor_patient_remarketing,Seattle,Seattle,No Pref,Checkup,f,9,0,0,4506.24805,f
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Specific Treatment,f,9,0,0,8045.42743,f
facebook,us_doctor_patient_remarketing,Seattle,Seattle,No Pref,Checkup,f,9,0,0,4252.377235,f
adwords,search_seattle_metro,Seattle,Lynnwood,No Pref,Checkup,t,9,0,9,16052.47438,f
www.healthcare.com,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,9,0,10989.51115,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,8296.152837,t
patient_leads_jun_2018,patient_leads_jun_2018,Seattle,Renton,No Pref,Checkup,t,9,0,9,11527.87672,t
Branded - Adwords,branded_keywords,Chicago,Chicago,No Pref,Checkup,t,9,0,9,7187.3618849999975,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,4064.110233,t
adwords,search_austin_local,Austin,Austin,F,Checkup,f,5,0,0,13081.87709,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,t,5,4,1,13235.54487,f
adwords,search_seattle_metro,Seattle,Bothell,No Pref,Checkup,t,9,0,9,14046.41271,t
Branded - SEO,Unknown,Austin,Austin,No Pref,Checkup,t,9,6,3,13032.40707,f
facebook,us_doctor_patient_remarketing,San Francisco,Emeryville,M,Checkup,t,3,0,3,12763.51114,f
facebook,chicago_doctor_patient_acquisition,Chicago,Blue Island,No Pref,Specific Treatment,t,9,1,8,18322.33467,f
try.healthcare.com,Unknown,San Francisco,Oakland,F,Checkup,t,5,4,1,19261.13876,f
facebook,seattle_doctor_patient_acquisition,Seattle,Kenmore,No Pref,Checkup,t,9,0,9,11179.11542,f
try.healthcare.com,Unknown,Chicago,Chicago Heights,No Pref,Urgent Issue,f,1,0,0,23344.82598,t
facebook,seattle_doctor_patient_acquisition,Seattle,Edmonds,No Pref,Checkup,t,9,6,3,13043.90902,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,f,9,0,0,15492.48584,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,F,Checkup,t,2,2,0,10916.26956,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,8,1,7,18250.46029,f
Branded - Adwords,branded_keywords,San Jose,San Jose,F,Checkup,f,7,0,0,9207.548141,f
Direct,search_seattle_metro,Seattle,Kirkland,No Pref,Specific Treatment,t,9,6,3,9150.798362,f
adwords,search_sanfrancisco_metro,San Francisco,Fremont,No Pref,Checkup,t,9,2,7,21316.58631,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Checkup,t,9,6,3,10867.44787,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Checkup,t,9,0,9,13648.60324,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Brisbane,No Pref,Checkup,f,9,0,0,11025.52326,f
facebook,seattle_doctor_patient_acquisition,Seattle,Tacoma,No Pref,Checkup,t,6,5,1,14832.75001,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Emeryville,No Pref,Checkup,t,8,7,1,13539.39702,f
try.healthcare.com,Unknown,San Jose,Mountain View,F,Checkup,t,5,4,1,15434.88941,t
www.healthcare.com,san_jose_doctor_patient_acquisition,San Jose,Santa Clara,No Pref,Checkup,t,9,2,7,12326.37138,f
facebook,us_doctor_patient_ad_testing,Chicago,Dolton,No Pref,Checkup,t,4,2,2,19005.94225,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,f,8,0,0,2599.619041,f
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,5,4,14232.10695,t
www.healthcare.com,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,9,0,5731.389995,f
facebook,seattle_doctor_patient_acquisition,Seattle,Kenmore,F,Checkup,t,9,8,1,10220.25295,f
adwords,search_sanfrancisco_metro,San Jose,San Jose,No Pref,Checkup,t,9,1,8,11670.39952,f
adwords,search_sanfrancisco_local,San Francisco,San Francisco,M,Checkup,t,3,3,0,1912.785284,f
www.healthcare.com,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,9,0,5731.389995,f
adwords,search_sanfrancisco_metro,San Francisco,San Mateo,M,Urgent Issue,f,2,0,0,4633.088549,f
www.healthcare.com,doctor_patient_acquisition,Seattle,Redmond,No Pref,Checkup,f,9,0,0,8308.301672,f
adwords,search_seattle_metro,Seattle,Edmonds,No Pref,Urgent Issue,t,9,7,2,12562.75774,f
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,No Pref,Checkup,t,5,0,5,12999.61723,t
facebook,doctor_patient_acquisition,San Francisco,San Bruno,No Pref,Specific Treatment,t,9,6,3,17327.47731,f
facebook,chicago_doctor_patient_acquisition,Chicago,Franklin Park,F,Checkup,f,9,0,0,17655.4186,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,8,8,0,16444.52302,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,F,Checkup,t,9,5,4,5731.3542270000025,f
